Abundance and Variation Measurements for Strains Grown in YEPD and SD
			Corrected Abundance Measurements					SD/YEPD Ratios			Log2 (SD/YEPD) Ratios			Changes in YEPD		Changes in SD			Reason Absent?							
ORF	Name		Ave. YEPD	Error	Ave. SD	Error		Ratio	Error		Log2	Error		Up 99% confidence	Up 2-fold	Up 99% confidence	Up 2-fold		YEPD	SD			Ave. CV YEPD	DM YEPD	Ave. CV SD	DM SD
YLR002C	NOC3		282.5	25.54	181.5	25.28		0.642	0.107		-0.638	0.240		1									16.94	-1.330	15.815	0.013
YLR003C																			Abundance Low	Abundance Low						
YLR005W	SSL1																		Abundance Low	Abundance Low						
YLR006C	SSK1				54.5	22.52													Abundance Low							
YLR011W	LOT6																		Abundance Low	Abundance Low						
YLR015W	BRE2																		Abundance Low	Abundance Low						
YLR016C																			Abundance Low	Abundance Low						
YLR017W	MEU1		90.0	21.96	113.0	23.92		1.256	0.406		0.328	0.466											24.08	0.510	17.485	0.628
YLR018C	POM34		228.0	24.17	174.0	24.11		0.763	0.133		-0.390	0.252											18.57	-0.923	16.54	-0.112
YLR020C			80.0	21.81	85.0	23.12		1.063	0.409		0.087	0.556											25.84	0.755	18.215	0.532
YLR022C			270.5	25.29	184.5	25.60		0.682	0.114		-0.552	0.241											17.145	-1.395	15.2	-0.391
YLR023C	IZH3																		Abundance Low	Abundance Low						
YLR024C	UBR2																		Abundance Low	Abundance Low						
YLR025W	SNF7		162.0	22.94	177.5	24.33		1.096	0.216		0.132	0.284											21.365	-0.194		
YLR028C	ADE16		623.5	34.22	596.0	37.46		0.956	0.080		-0.065	0.120											14.875	-1.158	12.5	-1.271
YLR032W	RAD5																		Abundance Low	Abundance Low						
YLR033W	RSC58		125.5	22.51	90.0	23.23		0.717	0.225		-0.480	0.454											22.83	0.793	16.99	-0.559
YLR034C	SMF3		208.0	24.00	62.0	22.91		0.298	0.115		-1.746	0.559		1	1								20.895	1.286	18.98	0.731
YLR035C	MLH2																		Abundance Low	Abundance Low						
YLR035C-A																			Abundance Low	Abundance Low						
YLR036C																			Abundance Low	Abundance Low						
YLR038C	COX12																		Abundance Low	Failed QC/Abundance Low						
YLR039C	RIC1																		Abundance Low	Abundance Low						
YLR042C					47.9	21.69													Abundance Low						18.17	-0.147
YLR043C	TRX1		962.0	44.27	911.0	47.35		0.947	0.066		-0.079	0.100											15.38	0.244	14.67	1.324
YLR044C	PDC1		54803.0	1902.63	52313.0	2041.04		0.955	0.050		-0.067	0.075											11.45	-0.393	11.665	0.160
YLR045C	STU2		87.5	21.92	86.0	23.16		0.983	0.361		-0.025	0.531											21.425	-2.762	17.085	-0.686
YLR048W	RPS0B		6565.5	233.94	5743.0	236.84		0.875	0.048		-0.193	0.079		1											9.305	-2.733
YLR050C			67.5	21.63	129.5	23.16		1.919	0.704		0.940	0.529											25.37	-2.055	16.535	0.552
YLR051C			149.0	22.91	61.5	22.85		0.413	0.166		-1.277	0.580											20.91	-0.166	19.25	0.956
YLR052W	IES3		114.0	22.33	72.0	23.08		0.632	0.237		-0.663	0.542											25.03	2.159	17.075	-0.903
YLR055C	SPT8																		Abundance Low	Abundance Low						
YLR056W	ERG3		1138.0	49.80	468.5	32.22		0.412	0.034		-1.280	0.118		1	1								14.77	-0.118	15.175	0.968
YLR058C	SHM2		2171.5	83.71	4364.0	181.10		2.010	0.114		1.007	0.082				1	1						14.105	0.222	9.98	-2.167
YLR059C	REX2		295.0	25.83	169.0	25.25		0.573	0.099		-0.804	0.250		1									20.295	2.160	17.355	1.613
YLR060W	FRS1		1321.0	55.62	1242.5	60.52		0.941	0.061		-0.088	0.093											16.225	1.631	13.195	0.233
YLR061W	RPL22A		10117.0	356.19	7575.0	307.04		0.749	0.040		-0.417	0.077		1									9.395	-3.111	8.895	-3.040
YLR063W			84.5	21.88																Abundance Low			22.535	-1.764		
YLR064W			457.5	29.75	447.0	33.27		0.977	0.097		-0.033	0.143											16.955	0.096	12.685	-1.384
YLR065C			70.0	21.68	112.6	23.22		1.609	0.599		0.686	0.537											24.105	-2.453		
YLR066W	SPC3		140.5	22.56	101.5	22.63		0.722	0.198		-0.469	0.396											25.485	2.771		
YLR067C	PET309																		No Measurement	Failed QC						
YLR068W	FYV7		79.5	21.80																Abundance Low			23.135	-1.398		
YLR069C	MEF1		74.5	21.74	238.5	26.71		3.201	1.000		1.679	0.451				1	1						23.165	-2.012	15.215	-0.013
YLR071C	RGR1		56.0	21.48																Abundance Low						
YLR072W																			Abundance Low	Abundance Low						
YLR073C			87.0	30.99																Abundance Low			23.23	-1.384		
YLR074C	BUD20		282.5	25.54	158.8	23.78		0.562	0.098		-0.831	0.252		1									18.15	-0.215	16.89	1.183
YLR075W	RPL10		5841.0	208.92	4080.5	170.86		0.699	0.038		-0.517	0.079		1									12.44	-0.417	9.305	-2.883
YLR079W	SIC1																		Abundance Low	Abundance Low						
YLR080W	EMP46																		Abundance Low	Abundance Low						
YLR082C	SRL2																		Failed QC/Abundance Low	Abundance Low						
YLR083C	EMP70		878.5	41.33	343.1	28.47		0.391	0.037		-1.356	0.138		1	1								14.06	-1.296	16.05	1.675
YLR084C	RAX2		282.5	25.57	150.5	24.58		0.533	0.099		-0.908	0.269		1									19.535	0.909	17.66	1.540
YLR085C	ARP6																		Abundance Low	Abundance Low						
YLR086W	SMC4		63.5	21.58	57.5	22.88		0.906	0.474		-0.143	0.755											25.38	-1.763		
YLR088W	GAA1		130.0	31.37	98.0	22.68		0.754	0.252		-0.408	0.482														
YLR090W	XDJ1		66.5	21.62	72.5	23.10		1.090	0.496		0.125	0.657											26.78	-0.161	17.165	-0.606
YLR091W																			Abundance Low	Abundance Low						
YLR093C	NYV1																		Abundance Low	Abundance Low						
YLR094C	GIS3																		Abundance Low	Abundance Low						
YLR095C	IOC2		74.5	21.73	48.0	22.38		0.644	0.354		-0.634	0.794											24.46	-1.254		
YLR096W	KIN2		49.0	21.38	86.5	22.41		1.765	0.896		0.820	0.732													17.22	0.145
YLR098C	CHA4																		Abundance Low	Abundance Low						
YLR100W	ERG27		349.0	27.06	197.5	25.96		0.566	0.086		-0.821	0.220		1									17.97	0.314	15.08	-0.429
YLR102C	APC9																		Abundance Low	Abundance Low						
YLR103C	CDC45		46.0	21.35																Abundance Low						
YLR105C	SEN2																		Abundance Low	Abundance Low						
YLR106C	MDN1		147.0	22.67																Failed QC			23.39	0.572		
YLR107W	REX3																		Abundance Low	Abundance Low						
YLR108C			98.0	22.08																Abundance Low			25.205	2.029		
YLR109W	AHP1		22181.5	772.21	17974.2	714.33		0.810	0.043		-0.303	0.076		1									15.535	3.409	13.42	1.747
YLR110C	CCW12		15061.0	526.60	18226.0	723.15		1.210	0.064		0.275	0.076				1							16.87	4.567	15.54	3.856
YLR113W	HOG1		400.5	28.32	379.5	31.17		0.948	0.103		-0.078	0.156											16.935	-0.374	13.115	-1.183
YLR114C			198.0	23.81	200.5	25.59		1.013	0.178		0.018	0.253											17.4	-2.361	15.475	-0.132
YLR115W	CFT2		53.5	21.45	62.0	22.71		1.159	0.629		0.213	0.783														
YLR116W	MSL5		100.0	22.11	85.5	23.39		0.855	0.301		-0.226	0.507											22.84	-0.636	16.515	-1.067
YLR117C	CLF1																		Abundance Low	Abundance Low						
YLR118C			80.5	21.82	70.5	23.11		0.876	0.373		-0.191	0.614											28.65	3.654	16.82	-1.138
YLR120C	YPS1																		Abundance Low	Abundance Low						
YLR121C	YPS3		50.5	21.40																Abundance Low						
YLR126C																			Abundance Low	Abundance Low						
YLR127C	APC2																		Abundance Low	Abundance Low						
YLR129W	DIP2																		Abundance Low	Abundance Low						
YLR130C	ZRT2		143.0	22.81	66.0	22.03		0.462	0.171		-1.115	0.534											31.495	9.991		
YLR131C	ACE2																		Abundance Low	Abundance Low						
YLR132C																			Abundance Low	Abundance Low						
YLR133W	CKI1		112.0	22.30																Failed QC			23.065	0.427		
YLR134W	PDC5		71.0	21.68																Failed QC/Abundance Low			45.35	18.853		
YLR135W	SLX4																		Abundance Low	Abundance Low						
YLR136C	TIS11																		Abundance Low	Abundance Low						
YLR138W	NHA1		110.0	22.27	130.9	23.32		1.190	0.321		0.251	0.389											23.97	1.152	15.36	-0.737
YLR139C	SLS1																		Abundance Low	Abundance Low						
YLR141W	RRN5																		Abundance Low	Abundance Low						
YLR142W	PUT1																		Abundance Low	Abundance Low						
YLR143W			61.0	21.54																Abundance Low			25.16	-2.265		
YLR144C	ACF2		49.5	21.39	52.0	22.47		1.051	0.642		0.071	0.882														
YLR145W	RMP1																		Abundance Low	Abundance Low						
YLR146C	SPE4		51.5	21.42																Abundance Low						
YLR148W	PEP3		81.0	21.82	113.2	22.90		1.397	0.471		0.482	0.486											26.75	1.754	16.065	-0.245
YLR149C																			Abundance Low	Abundance Low						
YLR150W	STM1		6740.5	239.71	4121.5	172.27		0.611	0.034		-0.710	0.079		1									15.07	2.317	11.29	-0.884
YLR153C	ACS2		3521.0	129.47	3037.0	128.56		0.863	0.048		-0.213	0.081		1									14.63	1.310	13.615	1.278
YLR154C	RNH203																		Abundance Low	Abundance Low						
YLR163C	MAS1		130.0	22.59	227.0	26.66		1.746	0.366		0.804	0.303				1							25.015	3.145	14.405	-0.752
YLR166C	SEC10		181.5	23.27	179.0	24.30		0.986	0.184		-0.020	0.269											19.335	-1.063	14.495	-0.898
YLR168C			59.5	21.52	105.5	23.88		1.773	0.757		0.826	0.616											30.26	2.835	17.395	0.560
YLR172C	DPH5		354.5	27.19	222.0	26.61		0.626	0.089		-0.675	0.205		1									17.83	0.265	16.075	0.895
YLR175W	CBF5		1151.5	50.21	750.0	42.58		0.651	0.047		-0.619	0.103		1									19.425	4.705	13.57	0.115
YLR176C	RFX1																		Abundance Low	Abundance Low						
YLR177W					53.5	22.51													Abundance Low							
YLR178C	TFS1				58.0	22.82													Abundance Low						19.655	0.888
YLR179C			563.5	32.55	457.2	31.71		0.811	0.073		-0.302	0.130											17.17	0.813		
YLR180W	SAM1		4914.0	177.10	3675.5	155.91		0.748	0.042		-0.419	0.080		1									12.12	-0.888	14.255	2.021
YLR181C	VTA1		85.5	21.89	71.0	23.08		0.830	0.344		-0.268	0.597											23.295	-1.042	16.14	-1.667
YLR182W	SWI6		87.0	21.91	74.5	22.89		0.856	0.340		-0.224	0.573											24.485	-0.511	19.215	0.733
YLR183C	TOS4																		Abundance Low	Abundance Low						
YLR185W	RPL37A		3501.5	128.78	2728.5	117.41		0.779	0.044		-0.360	0.082		1									10.665	-2.641	9.83	-2.573
YLR186W	EMG1		158.5	23.08	120.0	24.10		0.757	0.188		-0.401	0.358											23.915	2.758	17.72	0.919
YLR187W	SKG3		72.0	21.70	95.5	23.33		1.326	0.515		0.408	0.560											23.885	-2.040	16.86	-0.549
YLR188W	MDL1				55.8	21.88													Abundance Low						17.875	-0.309
YLR189C	ATG26																		Abundance Low	Abundance Low						
YLR190W	MMR1		71.0	21.68																Abundance Low			23.675	-1.787		
YLR191W	PEX13																		Abundance Low	Abundance Low						
YLR192C	HCR1		831.5	40.40	599.0	38.19		0.720	0.058		-0.473	0.116		1									13.705	-1.722	12.23	-1.484
YLR193C					108.8	22.83													Abundance Low						15.525	-0.990
YLR194C			117.0	22.38	56.0	22.74		0.479	0.215		-1.063	0.648											27.015	4.804	23.45	4.790
YLR195C	NMT1																		Abundance Low	Abundance Low						
YLR196W	PWP1		862.5	41.35	598.5	37.48		0.694	0.055		-0.527	0.114		1									14.635	-0.678	13.755	0.018
YLR197W	SIK1		1526.0	62.29																Failed QC						
YLR199C																			Failed QC	Abundance Low						
YLR200W	YKE2		256.5	24.72	137.5	23.70		0.536	0.106		-0.900	0.285		1									20.635	1.560	16.56	-0.464
YLR201C	FMP53		51.5	21.42	75.5	23.16		1.466	0.758		0.552	0.746													18.03	0.091
YLR203C	MSS51		265.0	25.17	312.5	29.09		1.179	0.157		0.238	0.192											19.545	0.939	17.06	2.504
YLR204W	QRI5																		Abundance Low	Abundance Low						
YLR206W	ENT2		167.5	23.24	184.0	25.31		1.099	0.215		0.136	0.282											19.895	-0.845	15.945	0.249
YLR208W	SEC13				1044.0	52.75													Failed QC							
YLR210W	CLB4																		Abundance Low	Abundance Low						
YLR211C																			Abundance Low	Abundance Low						
YLR212C	TUB4		254.5	24.96	170.5	25.30		0.670	0.119		-0.578	0.257											21.825	2.921		
YLR215C	CDC123		61.5	21.55																Abundance Low			23.505	-3.241		
YLR216C	CPR6		1053.0	47.10	983.0	51.68		0.934	0.064		-0.099	0.100											19.095	4.120	13.52	0.367
YLR218C			76.0	21.75	100.6	22.61		1.324	0.482		0.405	0.525											27.32	1.708	18.02	1.368
YLR219W	MSC3		113.5	22.32	142.0	24.32		1.251	0.326		0.323	0.376											20.68	-1.908	16.835	0.474
YLR220W	CCC1																		Abundance Low	Abundance Low						
YLR221C	RSA3		225.0	24.34	134.0	24.45		0.596	0.126		-0.748	0.306		1									18.08	-1.144	15.215	-1.103
YLR222C	UTP13		426.0	28.93																Failed QC			15.58	-1.466		
YLR223C	IFH1																		Abundance Low	Abundance Low						
YLR225C			117.0	22.38	79.0	23.22		0.675	0.237		-0.567	0.506											24.875	2.136	16.93	-0.841
YLR226W	BUR2		81.0	21.83	56.0	22.75		0.691	0.337		-0.532	0.703													16.61	-1.897
YLR228C	ECM22																		Abundance Low	Abundance Low						
YLR231C	BNA5		49.5	21.39	96.5	23.61		1.949	0.968		0.963	0.716													23.075	5.895
YLR234W	TOP3																		Abundance Low	Abundance Low						
YLR237W	THI7		87.5	21.74																Abundance Low			37.095	12.055		
YLR239C	LIP2																		Abundance Low	Abundance Low						
YLR240W	VPS34		92.0	21.81	178.0	24.24		1.934	0.529		0.952	0.394				1							24.195	-0.627		
YLR244C	MAP1		978.0	44.76	704.5	41.65		0.720	0.054		-0.473	0.108		1									15.17	0.072	13.31	-0.186
YLR245C	CDD1		118.5	22.40	152.7	23.72		1.288	0.315		0.366	0.353											22.165	-0.277	15.3	-0.345
YLR247C																			Abundance Low	Abundance Low						
YLR248W	RCK2		268.0	25.23	262.5	27.18		0.979	0.137		-0.030	0.202											17.55	-1.056	15.49	0.430
YLR249W	YEF3		26319.5	915.04	16563.0	661.17		0.629	0.033		-0.668	0.076		1									16.315	4.256	11.28	-0.429
YLR250W	SSP120		167.0	23.25	213.0	26.52		1.275	0.238		0.351	0.269											20.165	-0.379	13.975	-1.253
YLR253W					70.0	22.80													Abundance Low						17.485	-1.149
YLR254C					83.1	22.31													Abundance Low						15.92	-1.142
YLR257W			705.5	36.67	883.5	48.02		1.252	0.094		0.325	0.108				1							19.64	3.859	12.77	-0.498
YLR258W	GSY2		278.5	25.46	623.5	38.44		2.239	0.247		1.163	0.159				1	1						35.585	16.589	19.455	5.817
YLR259C	HSP60																		Abundance Low	Abundance Low						
YLR260W	LCB5																		Abundance Low	Abundance Low						
YLR262C	YPT6		403.5	28.06	324.0	27.94		0.803	0.089		-0.317	0.160											16.305	-0.986		
YLR262C-A			630.5	34.43	385.5	29.89		0.611	0.058		-0.710	0.137		1									14.665	-1.313	17.48	3.204
YLR263W	RED1																		Abundance Low	Abundance Low						
YLR264W	RPS28B		311.0	26.18	230.8	25.70		0.742	0.104		-0.430	0.201											17.24	-0.768	15.18	0.180
YLR265C	NEJ1																		Abundance Low	Abundance Low						
YLR266C	PDR8																		Abundance Low	Abundance Low						
YLR268W	SEC22		98.0	21.89																Abundance Low			23.73	-0.646		
YLR270W	DCS1		85.5	21.89	177.5	25.48		2.076	0.609		1.054	0.423				1	1						27.605	2.565	16.4	0.676
YLR271W																			Failed QC/Abundance Low	Abundance Low						
YLR272C	YCS4																		Abundance Low	Failed QC						
YLR275W	SMD2																		Failed QC/Abundance Low	Failed QC/Abundance Low						
YLR277C	YSH1		69.0	21.66																Abundance Low			22.66	-2.952		
YLR278C																			Abundance Low	Abundance Low						
YLR281C																			Abundance Low	Abundance Low						
YLR283W																			Abundance Low	Abundance Low						
YLR285W	NNT1		249.0	24.83	239.5	27.08		0.962	0.145		-0.056	0.217											22.565	3.864	18.62	3.599
YLR286C	CTS1		194.0	23.73	112.5	23.65		0.580	0.141		-0.786	0.351													18.855	0.936
YLR287C			268.0	25.23	191.0	25.79		0.713	0.117		-0.489	0.237											17.815	-0.731	14.205	-1.294
YLR287C-A	RPS30A		3543.5	130.23	2440.0	106.56		0.689	0.039		-0.538	0.082		1									12.405	-0.891	11.52	-0.946
YLR289W	GUF1																		Abundance Low	Abundance Low						
YLR290C					92.5	23.50													Abundance Low						15.82	-1.347
YLR291C	GCD7		510.0	31.11	303.0	28.79		0.594	0.067		-0.751	0.163		1									15.15	-1.427	14.12	-0.506
YLR292C	SEC72		579.5	32.65	326.0	28.18		0.563	0.058		-0.830	0.149		1									14.245	-2.099		
YLR295C	ATP14		1340.5	55.85	1606.3	72.48		1.198	0.074		0.261	0.089				1							19.91	5.364	14.89	2.201
YLR297W																			Abundance Low	Abundance Low						
YLR298C	YHC1																		Abundance Low	Abundance Low						
YLR299W	ECM38																		Abundance Low	Abundance Low						
YLR300W	EXG1		171.5	23.31	70.0	23.04		0.408	0.145		-1.293	0.514		1	1								21.55	1.177	17.985	-0.032
YLR301W					554.0	36.39													Failed QC						13.79	-0.021
YLR309C	IMH1		142.5	22.81	75.8	22.37		0.532	0.179		-0.910	0.484											22.64	1.118	18.195	0.406
YLR310C	CDC25																		Abundance Low	Abundance Low						
YLR312W-A	MRPL15		176.5	23.40	186.0	25.64		1.054	0.202		0.076	0.276											20.745	0.559	14.725	-0.866
YLR313C	SPH1																		Abundance Low	Abundance Low						
YLR315W	NKP2		54.0	21.45	116.1	22.90		2.151	0.954		1.105	0.640													15.26	-0.984
YLR316C	TAD3																		Abundance Low	Abundance Low						
YLR319C	BUD6		78.5	21.79	73.5	22.87		0.936	0.390		-0.095	0.602											23.61	-1.755	18.18	-0.025
YLR321C	SFH1		174.0	23.36	122.5	24.16		0.704	0.168		-0.506	0.344											19.845	-0.341	16.36	-0.081
YLR323C	CWC24																		Abundance Low	Abundance Low						
YLR324W	PEX30		64.5	21.59	87.0	23.14		1.349	0.577		0.432	0.617											27.065	0.058	18.515	0.832
YLR325C	RPL38		2055.0	79.92	1456.7	67.61		0.709	0.043		-0.496	0.087		1									12.505	-1.416	11.67	-1.107
YLR326W																			Abundance Low	Abundance Low						
YLR327C			173.0	23.36	344.9	29.16		1.994	0.318		0.996	0.230				1							27.485	6.941	21.51	7.101
YLR328W	NMA1		173.0	23.36	112.0	23.85		0.647	0.163		-0.627	0.364											19.37	-1.081	16.56	-0.219
YLR330W	CHS5																		Failed QC	Failed QC						
YLR332W	MID2		577.5	32.93	471.0	32.29		0.816	0.073		-0.294	0.129											15.125	-1.155	13.76	-0.430
YLR333C	RPS25B		4177.0	151.45	2209.9	95.36		0.529	0.030		-0.918	0.081		1									16.77	3.653	14.105	1.632
YLR335W	NUP2		313.0	26.23	191.0	25.48		0.610	0.096		-0.713	0.227		1									17.135	-0.925	15.275	-0.376
YLR336C	SGD1		119.0	22.41	78.5	22.99		0.660	0.230		-0.600	0.502											20.87	-1.275	17.735	-0.262
YLR337C	VRP1		121.5	22.45	124.0	32.79		1.021	0.329		0.029	0.465											24.865	2.375		
YLR342W	FKS1		253.5	24.92	66.4	22.07		0.262	0.091		-1.934	0.500		1	1								20.41	1.551	18.22	0.554
YLR343W	GAS2																		Abundance Low	Abundance Low						
YLR344W	RPL26A		4776.5	172.40	3927.5	164.01		0.822	0.045		-0.282	0.080		1									11.29	-1.735	9.545	-2.652
YLR345W			55.0	21.46	68.5	22.86		1.245	0.640		0.317	0.741													18.545	-0.222
YLR346C																			Failed QC/Abundance Low	Abundance Low					18.24	-0.420
YLR347C	KAP95		1435.5	59.33	1036.5	52.99		0.722	0.047		-0.470	0.095		1									13.78	-0.625	12.71	-0.411
YLR348C	DIC1		94.5	21.85	51.0	22.06		0.540	0.265		-0.890	0.708											28.335	3.204		
YLR350W	ORM2		305.5	25.77	182.5	24.39		0.597	0.094		-0.743	0.228		1									20.465	2.088	16.98	0.539
YLR351C	NIT3		86.5	21.90	135.0	24.44		1.561	0.486		0.642	0.449											22.475	-1.824	15.455	-0.789
YLR353W	BUD8																		Abundance Low	Abundance Low						
YLR354C	TAL1		1475.0	60.62	2169.5	96.08		1.471	0.089		0.557	0.087				1							17.385	2.962	12.43	-0.111
YLR356W																			Abundance Low	Abundance Low						
YLR357W	RSC2		92.5	22.00	85.0	23.11		0.919	0.332		-0.122	0.521											23.25	-1.049	17.095	-1.004
YLR360W	VPS38																		Abundance Low	Abundance Low						
YLR362W	STE11																		Abundance Low	Abundance Low						
YLR363C	NMD4		230.5	24.45	187.0	25.69		0.811	0.141		-0.302	0.250											18.555	-0.544	14.975	-0.632
YLR363W-A			323.0	26.45	127.4	23.26		0.394	0.079		-1.342	0.289		1	1								17.805	-0.102	17.35	0.677
YLR364W																			Abundance Low	Abundance Low						
YLR367W	RPS22B		2399.0	91.39	2118.5	94.29		0.883	0.052		-0.179	0.085											13.535	-0.198	11.895	-0.660
YLR369W	SSQ1		86.0	21.90	102.5	23.51		1.192	0.408		0.253	0.494											24.58	-0.034	17.31	-0.084
YLR370C	ARC18		1287.0	54.57	1285.0	79.93		0.998	0.075		-0.002	0.109														
YLR371W	ROM2																		Abundance Low	Abundance Low						
YLR372W	SUR4		2768.5	103.85	1979.0	86.86		0.715	0.041		-0.484	0.083		1									10.525	-3.049	9.96	-2.673
YLR373C	VID22		79.5	21.63	121.8	23.05		1.532	0.508		0.615	0.478											23.63	-2.928	14.73	-1.338
